date,district,season,rainfall_anomaly
1990-11-01,Gicumbi,B,-0.21734498194650245
1990-12-01,Gicumbi,B,-0.20429684232143308
1991-01-01,Gicumbi,off,-0.4553294136507832
1991-02-01,Gicumbi,off,0.10994295412118076
1991-03-01,Gicumbi,A,-0.890033652909405
1991-04-01,Gicumbi,A,-0.48618842636992365
1991-05-01,Gicumbi,A,2.3753687296469823
1991-06-01,Gicumbi,off,0.23162972980781132
1991-07-01,Gicumbi,off,-0.0987781202054268
1991-08-01,Gicumbi,off,-1.5049933320519002
1991-09-01,Gicumbi,off,-0.8636194509112981
1991-10-01,Gicumbi,B,0.6266585838124443
1991-11-01,Gicumbi,B,-0.8404816712101749
1991-12-01,Gicumbi,B,0.4273844025283347
1992-01-01,Gicumbi,off,-1.204499799941143
1992-02-01,Gicumbi,off,-0.6817620384638255
1992-03-01,Gicumbi,A,-0.6022806899821697
1992-04-01,Gicumbi,A,0.138777203436418
1992-05-01,Gicumbi,A,-0.8912008947521252
1992-06-01,Gicumbi,off,0.8857563625585584
1992-07-01,Gicumbi,off,-0.3264805287164056
1992-08-01,Gicumbi,off,-1.7917994062232
1992-09-01,Gicumbi,off,0.013908973256356478
1992-10-01,Gicumbi,B,0.20909017891517473
1992-11-01,Gicumbi,B,-0.9688288827137653
1992-12-01,Gicumbi,B,0.6532806036764607
1993-01-01,Gicumbi,off,1.1926718746442728
1993-02-01,Gicumbi,off,0.14719598787056107
1993-03-01,Gicumbi,A,-0.847433173312434
1993-04-01,Gicumbi,A,-0.9541076053089469
1993-05-01,Gicumbi,A,-0.14450792894463477
1993-06-01,Gicumbi,off,-0.7150560591814782
1993-07-01,Gicumbi,off,-0.543483161536734
1993-08-01,Gicumbi,off,1.4962775923014333
1993-09-01,Gicumbi,off,-1.5470705295699572
1993-10-01,Gicumbi,B,-1.6930315344768505
1993-11-01,Gicumbi,B,-0.21481722213335339
1993-12-01,Gicumbi,B,-1.1657462440261543
1994-01-01,Gicumbi,off,0.8350162800562735
1994-02-01,Gicumbi,off,-0.5234384834177761
1994-03-01,Gicumbi,A,0.6017557193288299
1994-04-01,Gicumbi,A,-0.6676266200189245
1994-05-01,Gicumbi,A,1.4903492486631378
1994-06-01,Gicumbi,off,-1.0414968039447605
1994-07-01,Gicumbi,off,-0.07403870971013968
1994-08-01,Gicumbi,off,0.49364602107908573
1994-09-01,Gicumbi,off,-0.531184213586884
1994-10-01,Gicumbi,B,-0.5781428598407939
1994-11-01,Gicumbi,B,0.8376379162157465
1994-12-01,Gicumbi,B,1.3170691685930258
1995-01-01,Gicumbi,off,-0.07636996312318343
1995-02-01,Gicumbi,off,-0.8358199581711618
1995-03-01,Gicumbi,A,-0.29749627569381826
1995-04-01,Gicumbi,A,0.4927355142307111
1995-05-01,Gicumbi,A,0.11885430548440108
1995-06-01,Gicumbi,off,3.2657968111575792
1995-07-01,Gicumbi,off,-0.5766210818213141
1995-08-01,Gicumbi,off,-1.7734136107911205
1995-09-01,Gicumbi,off,0.028270025677050985
1995-10-01,Gicumbi,B,-0.3665280567854486
1995-11-01,Gicumbi,B,0.06588070460256297
1995-12-01,Gicumbi,B,-1.3980377120092322
1996-01-01,Gicumbi,off,-0.9036898113835395
1996-02-01,Gicumbi,off,0.2040698835902893
1996-03-01,Gicumbi,A,-0.07498474955489817
1996-04-01,Gicumbi,A,-0.4370220377667251
1996-05-01,Gicumbi,A,-1.1314916527503616
1996-06-01,Gicumbi,off,0.6478107933464432
1996-07-01,Gicumbi,off,2.057738106345339
1996-08-01,Gicumbi,off,1.7054265178609431
1996-09-01,Gicumbi,off,-0.04365983894740355
1996-10-01,Gicumbi,B,-1.0195672673936969
1996-11-01,Gicumbi,B,-0.3670752847744291
1996-12-01,Gicumbi,B,-0.6561669806268362
1997-01-01,Gicumbi,off,1.322601809374916
1997-02-01,Gicumbi,off,-1.8223484009906503
1997-03-01,Gicumbi,A,-0.4715677945512009
1997-04-01,Gicumbi,A,0.6465570066630116
1997-05-01,Gicumbi,A,-0.7154321599070816
1997-06-01,Gicumbi,off,0.39842893531200163
1997-07-01,Gicumbi,off,-0.2978877670688015
1997-08-01,Gicumbi,off,-0.011048905081415808
1997-09-01,Gicumbi,off,0.3948860982282958
1997-10-01,Gicumbi,B,0.8443985125267005
1997-11-01,Gicumbi,B,1.1340663544721876
1997-12-01,Gicumbi,B,1.2340242673899968
1998-01-01,Gicumbi,off,2.524476527011742
1998-02-01,Gicumbi,off,2.042776212233705
1998-03-01,Gicumbi,A,-0.14385051889985098
1998-04-01,Gicumbi,A,-0.09702682747334629
1998-05-01,Gicumbi,A,0.8887127232924008
1998-06-01,Gicumbi,off,0.749790889860165
1998-07-01,Gicumbi,off,0.12145009946468574
1998-08-01,Gicumbi,off,-1.1952842737810832
1998-09-01,Gicumbi,off,-0.37862468825480494
1998-10-01,Gicumbi,B,0.32933814938120115
1998-11-01,Gicumbi,B,-0.8211516991279973
1998-12-01,Gicumbi,B,-1.1905622329244443
1999-01-01,Gicumbi,off,0.1415383697237927
1999-02-01,Gicumbi,off,-1.7859322944378107
1999-03-01,Gicumbi,A,0.8296043610585582
1999-04-01,Gicumbi,A,-0.8479352215871174
1999-05-01,Gicumbi,A,-1.652793563658963
1999-06-01,Gicumbi,off,-0.23312669273330167
1999-07-01,Gicumbi,off,-0.5985308177948089
1999-08-01,Gicumbi,off,1.6160191927631506
1999-09-01,Gicumbi,off,-0.5076765842333655
1999-10-01,Gicumbi,B,-1.0895248467596974
1999-11-01,Gicumbi,B,-0.23539500544626663
1999-12-01,Gicumbi,B,-0.16772011515912774
2000-01-01,Gicumbi,off,-0.7459824445785269
2000-02-01,Gicumbi,off,-1.1397763422930953
2000-03-01,Gicumbi,A,-0.8534573557150977
2000-04-01,Gicumbi,A,-1.1629112224664344
2000-05-01,Gicumbi,A,-0.5452271007135585
2000-06-01,Gicumbi,off,-0.7603179855646476
2000-07-01,Gicumbi,off,0.04442061593204512
2000-08-01,Gicumbi,off,-1.3193210561003803
2000-09-01,Gicumbi,off,-1.7208805837850105
2000-10-01,Gicumbi,B,0.635806042730906
2000-11-01,Gicumbi,B,0.8019162410548376
2000-12-01,Gicumbi,B,-0.07935454739743605
2001-01-01,Gicumbi,off,0.13880301254114502
2001-02-01,Gicumbi,off,-0.6271675574512785
2001-03-01,Gicumbi,A,1.1408547223059136
2001-04-01,Gicumbi,A,-0.653238148869714
2001-05-01,Gicumbi,A,-1.0525203345134122
2001-06-01,Gicumbi,off,-0.9780997203981362
2001-07-01,Gicumbi,off,1.3373689059336185
2001-08-01,Gicumbi,off,0.4039968224449428
2001-09-01,Gicumbi,off,0.6654534387049231
2001-10-01,Gicumbi,B,1.6888361475172957
2001-11-01,Gicumbi,B,1.1776739844937958
2001-12-01,Gicumbi,B,-0.04280274735421891
2002-01-01,Gicumbi,off,0.6903824320130576
2002-02-01,Gicumbi,off,-0.6096680252873538
2002-03-01,Gicumbi,A,-0.2425572690415013
2002-04-01,Gicumbi,A,-0.4901686291065997
2002-05-01,Gicumbi,A,1.6594949108078039
2002-06-01,Gicumbi,off,-1.3474878297097415
2002-07-01,Gicumbi,off,-0.33837691637151784
2002-08-01,Gicumbi,off,-1.2859686148590437
2002-09-01,Gicumbi,off,-1.2266952331123666
2002-10-01,Gicumbi,B,0.21287463596435896
2002-11-01,Gicumbi,B,-0.3969656788164839
2002-12-01,Gicumbi,B,0.7712121821874396
2003-01-01,Gicumbi,off,-0.38718389582730783
2003-02-01,Gicumbi,off,-0.9581610679776639
2003-03-01,Gicumbi,A,-0.8900352294587323
2003-04-01,Gicumbi,A,0.3209503557174071
2003-05-01,Gicumbi,A,0.3284826674118058
2003-06-01,Gicumbi,off,0.30665390874468207
2003-07-01,Gicumbi,off,-0.05158601235318824
2003-08-01,Gicumbi,off,1.0459242377718354
2003-09-01,Gicumbi,off,1.0765198234306037
2003-10-01,Gicumbi,B,0.14728791282366244
2003-11-01,Gicumbi,B,-0.4114105198727701
2003-12-01,Gicumbi,B,-1.0844675190628443
2004-01-01,Gicumbi,off,0.638511864419507
2004-02-01,Gicumbi,off,0.774881683433556
2004-03-01,Gicumbi,A,-0.16450148497106132
2004-04-01,Gicumbi,A,0.5749603892869845
2004-05-01,Gicumbi,A,-1.2040342548470446
2004-06-01,Gicumbi,off,-1.2835082166989837
2004-07-01,Gicumbi,off,-0.3003559487521158
2004-08-01,Gicumbi,off,-1.066873162418034
2004-09-01,Gicumbi,off,0.670611070218437
2004-10-01,Gicumbi,B,-0.47117028362423913
2004-11-01,Gicumbi,B,1.0834377329048823
2004-12-01,Gicumbi,B,0.7612408274102365
2005-01-01,Gicumbi,off,-0.34375784459888387
2005-02-01,Gicumbi,off,-0.43400328757382833
2005-03-01,Gicumbi,A,0.7436108164960185
2005-04-01,Gicumbi,A,-0.6624114940666458
2005-05-01,Gicumbi,A,0.3002264163594884
2005-06-01,Gicumbi,off,-0.8364954378967012
2005-07-01,Gicumbi,off,-0.6412547974307146
2005-08-01,Gicumbi,off,1.9188328652679145
2005-09-01,Gicumbi,off,1.230748418383677
2005-10-01,Gicumbi,B,1.3585619073033652
2005-11-01,Gicumbi,B,-1.312641470170259
2005-12-01,Gicumbi,B,-1.566358585284698
2006-01-01,Gicumbi,off,-0.5141414507599613
2006-02-01,Gicumbi,off,0.3244970404634568
2006-03-01,Gicumbi,A,-0.12168522758780007
2006-04-01,Gicumbi,A,0.7174480906528933
2006-05-01,Gicumbi,A,0.713737191205902
2006-06-01,Gicumbi,off,-0.9219428790019489
2006-07-01,Gicumbi,off,0.6044711877353451
2006-08-01,Gicumbi,off,3.1192818310715773
2006-09-01,Gicumbi,off,-1.118724844494114
2006-10-01,Gicumbi,B,-0.9841945719000295
2006-11-01,Gicumbi,B,1.2801138601205093
2006-12-01,Gicumbi,B,2.4012432887325934
2007-01-01,Gicumbi,off,0.17106620151978436
2007-02-01,Gicumbi,off,0.9656108350642895
2007-03-01,Gicumbi,A,-0.4694101048868579
2007-04-01,Gicumbi,A,-0.29494056796077234
2007-05-01,Gicumbi,A,2.953226944271955
2007-06-01,Gicumbi,off,0.8672757867448758
2007-07-01,Gicumbi,off,2.3383912282108548
2007-08-01,Gicumbi,off,0.2892925396309205
2007-09-01,Gicumbi,off,0.7826711159910172
2007-10-01,Gicumbi,B,-0.7077204964332343
2007-11-01,Gicumbi,B,-0.21684420152617281
2007-12-01,Gicumbi,B,-0.9880611638617347
2008-01-01,Gicumbi,off,-0.558892090068892
2008-02-01,Gicumbi,off,-0.5656070436230894
2008-03-01,Gicumbi,A,0.1482261911948075
2008-04-01,Gicumbi,A,-1.2088911733573466
2008-05-01,Gicumbi,A,-0.28821677250055533
2008-06-01,Gicumbi,off,1.8010002455454965
2008-07-01,Gicumbi,off,-0.3593503694663729
2008-08-01,Gicumbi,off,0.6413165787477489
2008-09-01,Gicumbi,off,-0.5005131520071606
2008-10-01,Gicumbi,B,-0.3783932662482637
2008-11-01,Gicumbi,B,-0.8041544688096275
2008-12-01,Gicumbi,B,-1.0231253959033981
2009-01-01,Gicumbi,off,-0.37065732611973484
2009-02-01,Gicumbi,off,2.773987617991764
2009-03-01,Gicumbi,A,-0.6498532864385616
2009-04-01,Gicumbi,A,-0.35885601651637933
2009-05-01,Gicumbi,A,0.6361726180116213
2009-06-01,Gicumbi,off,-0.6606101486496201
2009-07-01,Gicumbi,off,-0.5893561275697798
2009-08-01,Gicumbi,off,-1.0405973329416798
2009-09-01,Gicumbi,off,-1.5747893536986945
2009-10-01,Gicumbi,B,-0.33312033709426253
2009-11-01,Gicumbi,B,-0.32758108142008785
2009-12-01,Gicumbi,B,-0.41628954314811933
2010-01-01,Gicumbi,off,0.6376373756596173
2010-02-01,Gicumbi,off,4.640762698565719
2010-03-01,Gicumbi,A,0.05790104979266663
2010-04-01,Gicumbi,A,-0.3788764841295799
2010-05-01,Gicumbi,A,-0.5913480921327774
2010-06-01,Gicumbi,off,1.0498965357122325
2010-07-01,Gicumbi,off,-0.08016547806730123
2010-08-01,Gicumbi,off,-1.9346793045526032
2010-09-01,Gicumbi,off,-0.2837321401279742
2010-10-01,Gicumbi,B,0.17688664524011363
2010-11-01,Gicumbi,B,-0.6058849242910882
2010-12-01,Gicumbi,B,0.7650131902313618
2011-01-01,Gicumbi,off,0.07843214299087727
2011-02-01,Gicumbi,off,0.7566269620920751
2011-03-01,Gicumbi,A,0.15212120514369126
2011-04-01,Gicumbi,A,-0.295025051160054
2011-05-01,Gicumbi,A,-0.17737313927000345
2011-06-01,Gicumbi,off,2.0861974015163005
2011-07-01,Gicumbi,off,0.49708039597898107
2011-08-01,Gicumbi,off,2.2245234095509137
2011-09-01,Gicumbi,off,3.104184298593668
2011-10-01,Gicumbi,B,1.3529266254428747
2011-11-01,Gicumbi,B,0.2525734710114923
2011-12-01,Gicumbi,B,-0.41090265049287716
2012-01-01,Gicumbi,off,-0.9939517915891926
2012-02-01,Gicumbi,off,-0.6348481750306754
2012-03-01,Gicumbi,A,-0.6685214054733045
2012-04-01,Gicumbi,A,1.454311425750355
2012-05-01,Gicumbi,A,1.5223472466101278
2012-06-01,Gicumbi,off,0.47101689352010884
2012-07-01,Gicumbi,off,-0.28373987955194596
2012-08-01,Gicumbi,off,1.5622913839127788
2012-09-01,Gicumbi,off,0.6536487224320421
2012-10-01,Gicumbi,B,0.8682625081771775
2012-11-01,Gicumbi,B,0.24254368468578477
2012-12-01,Gicumbi,B,0.694645399345216
2013-01-01,Gicumbi,off,-0.10675127037124402
2013-02-01,Gicumbi,off,-0.3231764451448564
2013-03-01,Gicumbi,A,1.3817553182485938
2013-04-01,Gicumbi,A,-0.11104820517527889
2013-05-01,Gicumbi,A,-0.8963659239201761
2013-06-01,Gicumbi,off,-1.2981954053588995
2013-07-01,Gicumbi,off,-0.5241728687590997
2013-08-01,Gicumbi,off,-0.6204885668614626
2013-09-01,Gicumbi,off,0.9498774240159803
2013-10-01,Gicumbi,B,-0.8823146028058405
2013-11-01,Gicumbi,B,0.2858781306809014
2013-12-01,Gicumbi,B,1.0259046521442732
2014-01-01,Gicumbi,off,-0.7194068392087006
2014-02-01,Gicumbi,off,0.4671476225270289
2014-03-01,Gicumbi,A,-0.06623474643929513
2014-04-01,Gicumbi,A,-0.43083436830127314
2014-05-01,Gicumbi,A,-1.9911652478647193
2014-06-01,Gicumbi,off,-0.15704773614735085
2014-07-01,Gicumbi,off,-0.3482122689633704
2014-08-01,Gicumbi,off,-0.08439972574212858
2014-09-01,Gicumbi,off,-0.03496906116737995
2014-10-01,Gicumbi,B,-0.13971021372027137
2014-11-01,Gicumbi,B,-0.15243808231061
2014-12-01,Gicumbi,B,-0.7721178839909822
2015-01-01,Gicumbi,off,-1.7399317381574348
2015-02-01,Gicumbi,off,-0.7346165712845589
2015-03-01,Gicumbi,A,-0.16131963358409174
2015-04-01,Gicumbi,A,0.6200408250755329
2015-05-01,Gicumbi,A,-0.935818883421129
2015-06-01,Gicumbi,off,0.8056549781735218
2015-07-01,Gicumbi,off,-0.39639828643085906
2015-08-01,Gicumbi,off,-0.7918155999848462
2015-09-01,Gicumbi,off,-0.2429039114468019
2015-10-01,Gicumbi,B,-0.09335176971771277
2015-11-01,Gicumbi,B,0.22960711624389935
2015-12-01,Gicumbi,B,-0.5475046963253614
2016-01-01,Gicumbi,off,0.7974959054352522
2016-02-01,Gicumbi,off,-1.3324855847551786
2016-03-01,Gicumbi,A,0.8869964343653218
2016-04-01,Gicumbi,A,0.623687890811987
2016-05-01,Gicumbi,A,-1.6091414595115678
2016-06-01,Gicumbi,off,-1.2524729501749463
2016-07-01,Gicumbi,off,-0.05565294735252155
2016-08-01,Gicumbi,off,-1.8157907054756746
2016-09-01,Gicumbi,off,0.46599690689019646
2016-10-01,Gicumbi,B,1.0498417203048427
2016-11-01,Gicumbi,B,0.8137045303452146
2016-12-01,Gicumbi,B,-1.0615613157157493
2017-01-01,Gicumbi,off,-1.0580266369991937
2017-02-01,Gicumbi,off,-0.7646255813700792
2017-03-01,Gicumbi,A,-0.6579415357301135
2017-04-01,Gicumbi,A,-0.5707633190836849
2017-05-01,Gicumbi,A,-0.05800089234376055
2017-06-01,Gicumbi,off,-1.0934611927605329
2017-07-01,Gicumbi,off,-0.02791163259002051
2017-08-01,Gicumbi,off,0.20742705167241515
2017-09-01,Gicumbi,off,0.906239707259303
2017-10-01,Gicumbi,B,0.7418406713209301
2017-11-01,Gicumbi,B,-0.06839989990709802
2017-12-01,Gicumbi,B,-1.0295275312015049
2018-01-01,Gicumbi,off,0.9503855579915648
2018-02-01,Gicumbi,off,-1.1243069315958243
2018-03-01,Gicumbi,A,1.9062419690471275
2018-04-01,Gicumbi,A,3.0498989645719945
2018-05-01,Gicumbi,A,0.9862166875701264
2018-06-01,Gicumbi,off,-0.3207465416382235
2018-07-01,Gicumbi,off,-0.44419496236335687
2018-08-01,Gicumbi,off,-0.025772519748173878
2018-09-01,Gicumbi,off,-0.7876320995586543
2018-10-01,Gicumbi,B,-0.701367090841616
2018-11-01,Gicumbi,B,-0.08106211569152118
2018-12-01,Gicumbi,B,2.0934747311628086
2019-01-01,Gicumbi,off,1.2147138533393376
2019-02-01,Gicumbi,off,-0.5621465839979559
2019-03-01,Gicumbi,A,-1.1529709907574255
2019-04-01,Gicumbi,A,0.001964374061317933
2019-05-01,Gicumbi,A,1.5243834207032216
2019-06-01,Gicumbi,off,0.3122289950853927
2019-07-01,Gicumbi,off,-0.15356982423140825
2019-08-01,Gicumbi,off,-0.07651245892779322
2019-09-01,Gicumbi,off,-0.17483798180231874
2019-10-01,Gicumbi,B,-0.17823340601148402
2019-11-01,Gicumbi,B,0.472059014675286
2019-12-01,Gicumbi,B,0.20754706786808
2020-01-01,Gicumbi,off,1.6511837947703962
2020-02-01,Gicumbi,off,1.0317132993066966
2020-03-01,Gicumbi,A,-0.20985380385728666
2020-04-01,Gicumbi,A,1.2828397469823718
2020-05-01,Gicumbi,A,-1.875087966983495
2020-06-01,Gicumbi,off,-0.8845275268207506
2020-07-01,Gicumbi,off,-0.46868560880949794
2020-08-01,Gicumbi,off,-1.4806903280502033
2020-09-01,Gicumbi,off,-0.7102092283819087
2020-10-01,Gicumbi,B,1.767521503960826
2020-11-01,Gicumbi,B,-0.10798964435565446
2020-12-01,Gicumbi,B,1.4299177977243733
2021-01-01,Gicumbi,off,0.8453581129006399
2021-02-01,Gicumbi,off,0.49829737078685343
2021-03-01,Gicumbi,A,-0.2702821237470374
2021-04-01,Gicumbi,A,-0.386553408394118
2021-05-01,Gicumbi,A,1.3222317612757515
2021-06-01,Gicumbi,off,-1.0159375657494873
2021-07-01,Gicumbi,off,0.25621529995822184
2021-08-01,Gicumbi,off,0.1941553727874433
2021-09-01,Gicumbi,off,0.33950836987009064
2021-10-01,Gicumbi,B,0.5962031787459866
2021-11-01,Gicumbi,B,-0.9960333107688896
2021-12-01,Gicumbi,B,0.40667420009672467
2022-01-01,Gicumbi,off,0.21868769305497143
2022-02-01,Gicumbi,off,2.1929045000558745
2022-03-01,Gicumbi,A,-0.3727969020040407
2022-04-01,Gicumbi,A,-0.3361110401438766
2022-05-01,Gicumbi,A,1.0379314303511153
2022-06-01,Gicumbi,off,-0.8402456849279583
2022-07-01,Gicumbi,off,0.022193530501244677
2022-08-01,Gicumbi,off,1.2604464623829457
2022-09-01,Gicumbi,off,-0.19794947833143461
2022-10-01,Gicumbi,B,-1.0054221691564202
2022-11-01,Gicumbi,B,0.3836570980804966
2022-12-01,Gicumbi,B,0.22247719947193204
2023-01-01,Gicumbi,off,1.8060983430284578
2023-02-01,Gicumbi,off,-1.8212097465074149
2023-03-01,Gicumbi,A,0.6198282885864618
2023-04-01,Gicumbi,A,1.1231113762372356
2023-05-01,Gicumbi,A,0.7100043192917098
2023-06-01,Gicumbi,off,-1.1322596307196655
2023-07-01,Gicumbi,off,-0.5761405098969115
2023-08-01,Gicumbi,off,-2.2012525840932207
2023-09-01,Gicumbi,off,0.2371068606186217
2023-10-01,Gicumbi,B,-0.9354293765138305
2023-11-01,Gicumbi,B,0.38492181036101575
2023-12-01,Gicumbi,B,0.19563694328665945
2024-01-01,Gicumbi,off,-0.45426282841897747
2024-02-01,Gicumbi,off,-1.368336228265976
2024-03-01,Gicumbi,A,-1.2132639809758736
2024-04-01,Gicumbi,A,0.5729279636328515
2024-05-01,Gicumbi,A,-1.304641915559409
2024-06-01,Gicumbi,off,-1.2874675163760432
2024-07-01,Gicumbi,off,-0.18105741377555276
2024-08-01,Gicumbi,off,-1.1990801856187383
2024-09-01,Gicumbi,off,0.24736813509979438
2024-10-01,Gicumbi,B,-0.04450211318187267
2024-11-01,Gicumbi,B,3.0191337620502563
2024-12-01,Gicumbi,B,-0.4260396187536166
2025-01-01,Gicumbi,off,-0.31853217337183093
2025-02-01,Gicumbi,off,-1.2559105112479587
2025-03-01,Gicumbi,A,-1.3994272252575024
2025-04-01,Gicumbi,A,1.2771015484227684
2025-05-01,Gicumbi,A,-0.012190172447103255
2025-06-01,Gicumbi,off,2.305315333566254
2025-07-01,Gicumbi,off,-0.19478552022809173
2025-08-01,Gicumbi,off,1.2824365692976858
2025-09-01,Gicumbi,off,-1.2630242876827542
2025-10-01,Gicumbi,B,0.741496696922184
2025-11-01,Gicumbi,B,-1.0038321364733944
2025-12-01,Gicumbi,B,1.0868872338584656
2026-01-01,Gicumbi,off,1.710942125295203
2026-02-01,Gicumbi,off,0.26474123462253857
2026-03-01,Gicumbi,A,0.040678736739526246
2026-04-01,Gicumbi,A,0.14165126388543267
2026-05-01,Gicumbi,A,-1.4468776115789537
2026-06-01,Gicumbi,off,-0.9749271298603636
1981-01-01,Gisagara,off,-0.9189879385485067
1981-02-01,Gisagara,off,-1.0284641596108368
1981-03-01,Gisagara,A,0.8416575716865304
1981-04-01,Gisagara,A,0.8083405157247233
1981-05-01,Gisagara,A,1.3639010649349208
1981-06-01,Gisagara,off,0.16386503877209085
1981-07-01,Gisagara,off,-0.20110048245623494
1981-08-01,Gisagara,off,2.243996765389812
1981-09-01,Gisagara,off,0.6907056150284087
1981-10-01,Gisagara,B,0.011345145451729996
1981-11-01,Gisagara,B,-0.8025256153177107
1981-12-01,Gisagara,B,-0.7233126393225799
1982-01-01,Gisagara,off,0.007333619174768894
1982-02-01,Gisagara,off,-0.630792194846587
1982-03-01,Gisagara,A,-1.2847351706367776
1982-04-01,Gisagara,A,1.104422924959708
1982-05-01,Gisagara,A,-0.17346882294482677
1982-06-01,Gisagara,off,0.17432808239757216
1982-07-01,Gisagara,off,-0.25723894035393774
1982-08-01,Gisagara,off,-1.4104847302791745
1982-09-01,Gisagara,off,1.157882993889349
1982-10-01,Gisagara,B,-0.261391167433304
1982-11-01,Gisagara,B,1.1217975071513007
1982-12-01,Gisagara,B,1.3755813101962147
1983-01-01,Gisagara,off,-1.8518599400303846
1983-02-01,Gisagara,off,0.4928378195657172
1983-03-01,Gisagara,A,-0.46386845081978273
1983-04-01,Gisagara,A,1.76959355656752
1983-05-01,Gisagara,A,-0.8139078632083806
1983-06-01,Gisagara,off,-0.11592225063867397
1983-07-01,Gisagara,off,-0.23875064258135975
1983-08-01,Gisagara,off,1.1951637445606595
1983-09-01,Gisagara,off,0.769610490910629
1983-10-01,Gisagara,B,-0.454150439735462
1983-11-01,Gisagara,B,-0.18433922836129432
1983-12-01,Gisagara,B,-0.2718125372468575
1984-01-01,Gisagara,off,0.5659844676131619
1984-02-01,Gisagara,off,-0.7012294528119231
1984-03-01,Gisagara,A,-0.8628854884335964
1984-04-01,Gisagara,A,-1.0210929574463323
1984-05-01,Gisagara,A,-2.1902858925425313
1984-06-01,Gisagara,off,-1.0175116917644986
1984-07-01,Gisagara,off,1.8459372084707515
1984-08-01,Gisagara,off,1.790357038840325
1984-09-01,Gisagara,off,-1.4050753152676483
1984-10-01,Gisagara,B,0.6939615142955288
1984-11-01,Gisagara,B,0.21033930727446248
1984-12-01,Gisagara,B,-0.5171463798226876
1985-01-01,Gisagara,off,-1.7408504713678221
1985-02-01,Gisagara,off,0.8237263887432421
1985-03-01,Gisagara,A,-0.5855188227798118
1985-04-01,Gisagara,A,1.4473677089294688
1985-05-01,Gisagara,A,-0.8575788665897061
1985-06-01,Gisagara,off,0.3755827551578997
1985-07-01,Gisagara,off,-0.4698357294257891
1985-08-01,Gisagara,off,-1.6154301225464964
1985-09-01,Gisagara,off,1.7550819283758976
1985-10-01,Gisagara,B,-0.21368096698973163
1985-11-01,Gisagara,B,0.028727070012439467
1985-12-01,Gisagara,B,0.0705433820143733
1986-01-01,Gisagara,off,-0.09836808773271534
1986-02-01,Gisagara,off,-0.05510198751040376
1986-03-01,Gisagara,A,-0.40422896804733693
1986-04-01,Gisagara,A,3.7135314884519484
1986-05-01,Gisagara,A,-0.921019327337497
1986-06-01,Gisagara,off,-0.3015966284694847
1986-07-01,Gisagara,off,-0.4602943486974679
1986-08-01,Gisagara,off,-1.4854089245400857
1986-09-01,Gisagara,off,-0.8106692302430657
1986-10-01,Gisagara,B,0.11653217128264487
1986-11-01,Gisagara,B,-0.30996905262664765
1986-12-01,Gisagara,B,-0.3974576273816377
1987-01-01,Gisagara,off,-0.011302207691736827
1987-02-01,Gisagara,off,0.2927646312240064
1987-03-01,Gisagara,A,0.5304754071409845
1987-04-01,Gisagara,A,-0.5800332237039492
1987-05-01,Gisagara,A,1.6499131634751754
1987-06-01,Gisagara,off,-0.6565748066565398
1987-07-01,Gisagara,off,-0.03536897377512547
1987-08-01,Gisagara,off,-0.8895555546294966
1987-09-01,Gisagara,off,1.6867547577738604
1987-10-01,Gisagara,B,-0.07128439023430029
1987-11-01,Gisagara,B,1.5095229309894178
1987-12-01,Gisagara,B,-1.3529902250928323
1988-01-01,Gisagara,off,0.6865035894760063
1988-02-01,Gisagara,off,0.3739926237543122
1988-03-01,Gisagara,A,0.3140349940046709
1988-04-01,Gisagara,A,1.8836813442152136
1988-05-01,Gisagara,A,-1.3168439207402722
1988-06-01,Gisagara,off,-0.7087156295479246
1988-07-01,Gisagara,off,0.2365993071842079
1988-08-01,Gisagara,off,4.531153909274492
1988-09-01,Gisagara,off,0.13369210372746887
1988-10-01,Gisagara,B,0.1911852454906273
1988-11-01,Gisagara,B,0.3316699229709144
1988-12-01,Gisagara,B,-0.4473103244281415
1989-01-01,Gisagara,off,0.16904709737979176
1989-02-01,Gisagara,off,0.07337805057106396
1989-03-01,Gisagara,A,0.17096702073564535
1989-04-01,Gisagara,A,-0.46453371192904686
1989-05-01,Gisagara,A,-0.5660547945578871
1989-06-01,Gisagara,off,0.036727961351810404
1989-07-01,Gisagara,off,0.13232074586700274
1989-08-01,Gisagara,off,1.0209052531761378
1989-09-01,Gisagara,off,-0.7836212052594468
1989-10-01,Gisagara,B,-0.3357158578146055
1989-11-01,Gisagara,B,-0.7245816957418048
1989-12-01,Gisagara,B,0.9670569662580943
1990-01-01,Gisagara,off,-0.94895509727266
1990-02-01,Gisagara,off,2.6213546411033644
1990-03-01,Gisagara,A,-0.5468768952195212
1990-04-01,Gisagara,A,-0.007694791106199202
1990-05-01,Gisagara,A,-0.8310701760559777
1990-06-01,Gisagara,off,-1.1396902002233458
1990-07-01,Gisagara,off,-0.2621761527440124
1990-08-01,Gisagara,off,-1.3363467282937578
1990-09-01,Gisagara,off,0.1105214419443301
1990-10-01,Gisagara,B,-0.9327306742932389
1990-11-01,Gisagara,B,-0.020098969376093474
1990-12-01,Gisagara,B,-0.1166264251866984
1991-01-01,Gisagara,off,-1.0115550970319707
1991-02-01,Gisagara,off,-0.42476327229353916
1991-03-01,Gisagara,A,-0.5660083040624136
1991-04-01,Gisagara,A,0.05623127180729092
1991-05-01,Gisagara,A,1.7676324623017337
1991-06-01,Gisagara,off,0.718870697097374
